bedrooms,bathrooms,toilets,parking_space,property_type,town,state,total_rooms,price
5,5,6,4,Detached Duplex,Guzape District,Abuja,20,400000000
5,5,6,1,Detached Duplex,Ikoyi,Lagos,17,520000000
3,3,4,6,Semi Detached Bungalow,Ajah,Lagos,16,26000000
3,3,3,4,Block of Flats,Mowe Town,Ogun,13,15000000
5,5,6,4,Detached Duplex,Ajah,Lagos,20,175000000
4,4,5,1,Detached Duplex,Lekki,Lagos,14,270000000
3,4,5,4,Detached Bungalow,Lugbe District,Abuja,16,33000000
4,4,5,4,Detached Duplex,Life Camp,Abuja,17,150000000
1,1,2,4,Detached Duplex,Lekki,Lagos,8,300000000
3,2,3,4,Terraced Duplexes,Lekki,Lagos,12,48000000
4,4,5,3,Detached Duplex,Kaura,Abuja,16,120000000
5,6,6,6,Detached Duplex,Lekki,Lagos,23,145000000
4,4,5,8,Detached Bungalow,Ifo,Ogun,21,8000000
2,2,3,3,Block of Flats,Mowe Ofada,Ogun,10,8500000
4,5,5,4,Block of Flats,Yaba,Lagos,18,320000000
3,3,4,4,Terraced Duplexes,Lugbe District,Abuja,14,45000000
4,1,1,4,Detached Duplex,Surulere,Lagos,10,85000000
8,8,9,1,Detached Duplex,Lekki,Lagos,26,430000000
3,3,4,4,Semi Detached Duplex,Lekki,Lagos,14,21000000
4,5,5,3,Detached Bungalow,Port Harcourt,Rivers,17,19000000
4,5,5,4,Terraced Duplexes,Jahi,Abuja,18,60000000
4,4,6,4,Detached Duplex,Ikeja,Lagos,18,125000000
4,1,1,4,Block of Flats,Lekki,Lagos,10,500000000
4,4,5,4,Terraced Duplexes,Katampe,Abuja,17,59500000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,13,25000000
4,4,4,3,Terraced Duplexes,Ajah,Lagos,15,40500000
2,2,3,2,Block of Flats,Yaba,Lagos,9,22000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,21,90000000
5,5,6,4,Detached Duplex,Lekki,Lagos,20,132000000
5,5,5,6,Detached Duplex,Isolo,Lagos,21,65500000
4,5,6,3,Semi Detached Duplex,Ajah,Lagos,18,50000000
5,5,5,7,Detached Duplex,Katampe,Abuja,22,200000000
4,4,4,5,Semi Detached Bungalow,Ajah,Lagos,17,47000000
3,4,4,5,Detached Bungalow,Mowe Ofada,Ogun,16,11000000
4,5,5,6,Detached Duplex,Magodo,Lagos,20,120000000
5,5,7,8,Detached Duplex,Lekki,Lagos,25,300000000
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,14,19000000
5,5,5,4,Detached Duplex,Surulere,Lagos,19,110000000
4,4,5,3,Semi Detached Duplex,Port Harcourt,Rivers,16,70000000
4,5,5,4,Detached Bungalow,Asaba,Delta,18,65000000
5,5,6,4,Detached Duplex,Ikeja,Lagos,20,75000000
5,6,7,4,Detached Duplex,Ajah,Lagos,22,100000000
4,5,5,4,Detached Duplex,Ikorodu,Lagos,18,30000000
5,6,5,8,Detached Duplex,Port Harcourt,Rivers,24,60000000
3,5,5,4,Block of Flats,Ibadan,Oyo,17,35000000
7,7,7,4,Detached Duplex,Lekki,Lagos,25,290000000
2,2,2,1,Detached Bungalow,Ibeju Lekki,Lagos,7,15000000
3,5,5,4,Detached Bungalow,Ibadan,Oyo,17,13000000
6,5,5,4,Detached Duplex,Alimosho,Lagos,20,35000000
5,7,8,6,Semi Detached Duplex,Ikoyi,Lagos,26,280000000
2,3,3,4,Detached Duplex,Lugbe District,Abuja,12,30000000
4,5,5,2,Terraced Duplexes,Lekki,Lagos,16,65000000
4,4,5,7,Detached Duplex,Galadimawa,Abuja,20,75000000
5,5,6,7,Detached Duplex,Ajah,Lagos,23,80000000
4,5,5,5,Detached Duplex,Agege,Lagos,19,25000000
4,4,4,4,Detached Duplex,Ikoyi,Lagos,16,140000000
4,4,5,6,Detached Duplex,Lekki,Lagos,19,265000000
3,3,4,4,Terraced Duplexes,Lekki,Lagos,14,36500000
3,3,4,2,Detached Bungalow,Ikorodu,Lagos,12,22500000
6,6,7,8,Detached Duplex,Gwarinpa,Abuja,27,110000000
4,4,4,4,Detached Duplex,Ajah,Lagos,16,58000000
4,4,4,1,Detached Bungalow,Ipaja,Lagos,13,25000000
4,5,5,4,Terraced Duplexes,Jabi,Abuja,18,182000000
3,4,4,2,Detached Duplex,Lekki,Lagos,13,115000000
3,3,4,1,Detached Bungalow,Ajah,Lagos,11,27000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,23,440000000
4,5,5,4,Detached Duplex,Arepo,Ogun,18,8000000
7,5,5,4,Detached Bungalow,Shomolu,Lagos,21,38000000
3,6,7,2,Detached Bungalow,Ajah,Lagos,18,15000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,335000000
4,4,5,3,Terraced Duplexes,Wuye,Abuja,16,90000000
5,5,5,2,Detached Bungalow,Surulere,Lagos,17,90000000
5,5,6,4,Detached Duplex,Magodo,Lagos,20,115000000
5,5,5,4,Block of Flats,Oredo,Edo,19,14000000
4,5,5,6,Detached Duplex,Lekki,Lagos,20,155000000
3,3,4,4,Terraced Duplexes,Ibeju Lekki,Lagos,14,30000000
3,2,2,2,Detached Bungalow,Alimosho,Lagos,9,12000000
7,7,8,4,Detached Duplex,Enugu,Enugu,26,150000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,32000000
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,13,33000000
5,6,6,4,Semi Detached Duplex,Ikoyi,Lagos,21,320000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,18,400000000
2,2,3,2,Semi Detached Bungalow,Ajah,Lagos,9,30000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,17,54000000
3,5,5,4,Block of Flats,Jahi,Abuja,17,250000000
5,4,6,5,Detached Duplex,Magodo,Lagos,20,77000000
2,3,3,2,Block of Flats,Port Harcourt,Rivers,10,40000000
8,6,6,4,Detached Duplex,Ibadan,Oyo,24,60000000
2,2,3,4,Detached Duplex,Lekki,Lagos,11,45000000
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,14,30000000
5,6,6,2,Detached Duplex,Ilupeju,Lagos,19,160000000
3,4,5,4,Detached Bungalow,Ajah,Lagos,16,20000000
4,3,3,2,Semi Detached Bungalow,Ajah,Lagos,12,36000000
4,4,5,8,Detached Duplex,Isheri North,Lagos,21,50000000
5,6,7,7,Detached Duplex,Lekki,Lagos,25,1900000
5,5,6,5,Terraced Bungalow,Victoria Island (VI),Lagos,21,350000000
4,4,5,4,Detached Duplex,Ikeja,Lagos,17,50000000
5,6,5,5,Detached Duplex,Lekki,Lagos,21,350000000
6,6,7,5,Detached Duplex,Ikeja,Lagos,24,140000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,15,49500000
5,6,6,1,Detached Duplex,Lekki,Lagos,18,220000000
4,4,6,1,Detached Duplex,Galadimawa,Abuja,15,80000000
4,4,5,2,Terraced Duplexes,Ajah,Lagos,15,44000000
4,4,5,6,Semi Detached Duplex,Lokogoma District,Abuja,19,38000000
5,6,6,8,Semi Detached Duplex,Apo,Abuja,25,450000000
4,5,6,8,Terraced Duplexes,Gudu,Abuja,23,65000000
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,16,65000000
4,4,5,3,Terraced Duplexes,Wuse,Abuja,16,100000000
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,17,250000000
6,6,6,2,Semi Detached Duplex,Guzape District,Abuja,20,300000000
4,3,3,8,Detached Bungalow,Ikorodu,Lagos,18,15000000
3,3,3,4,Detached Bungalow,Ado-Odo/Ota,Ogun,13,25000000
5,5,6,4,Detached Duplex,Isheri North,Lagos,20,35000000
5,5,4,4,Detached Duplex,Lekki,Lagos,18,145000000
5,5,6,5,Semi Detached Bungalow,Victoria Island (VI),Lagos,21,195000000
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,19,58000000
6,6,7,4,Semi Detached Duplex,Ikoyi,Lagos,23,335000000
3,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,17,33000000
4,4,4,3,Detached Duplex,Ajah,Lagos,15,32000000
2,5,5,4,Block of Flats,Oredo,Edo,16,90000000
4,4,5,8,Detached Bungalow,Sango Ota,Ogun,21,7000000
4,5,5,5,Detached Duplex,Port Harcourt,Rivers,19,45000000
3,5,4,4,Block of Flats,Ikoyi,Lagos,16,250000000
5,5,6,1,Detached Duplex,Ikorodu,Lagos,17,30000000
4,5,5,1,Detached Duplex,Keffi,Nasarawa,15,135000000
2,6,6,5,Detached Duplex,Ibeju Lekki,Lagos,19,22000000
3,3,4,4,Detached Duplex,Ikoyi,Lagos,14,250000000
4,4,4,4,Detached Bungalow,Ibadan,Oyo,16,16000000
4,4,5,7,Terraced Duplexes,Gudu,Abuja,20,65000000
6,6,7,4,Detached Duplex,Lekki,Lagos,23,135000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,19,220000000
4,4,4,4,Terraced Duplexes,Ikoyi,Lagos,16,190000000
5,5,5,5,Detached Duplex,Ilupeju,Lagos,20,160000000
4,4,5,6,Terraced Duplexes,Ikeja,Lagos,19,95000000
3,3,3,3,Detached Bungalow,Owerri Municipal,Imo,12,24000000
2,2,3,4,Detached Duplex,Lekki,Lagos,11,27000000
4,4,5,3,Semi Detached Duplex,Idu Industrial,Abuja,16,65000000
6,6,7,1,Detached Duplex,Wuse,Abuja,20,200000000
5,5,5,5,Detached Duplex,Ajah,Lagos,20,75000000
7,7,8,9,Detached Duplex,Port Harcourt,Rivers,31,110000000
2,2,3,4,Terraced Duplexes,Lekki,Lagos,11,70000000
4,4,5,4,Detached Duplex,Maitama District,Abuja,17,220000000
3,3,4,4,Terraced Duplexes,Ikoyi,Lagos,14,260000000
4,5,5,3,Semi Detached Duplex,Wuye,Abuja,17,170000000
1,5,2,2,Block of Flats,Lekki,Lagos,10,11000000
4,4,5,3,Semi Detached Duplex,Victoria Island (VI),Lagos,16,125000000
5,5,6,4,Terraced Duplexes,Jahi,Abuja,20,45000000
2,5,5,4,Semi Detached Bungalow,Arepo,Ogun,16,27000000
5,6,7,6,Detached Duplex,Lekki,Lagos,24,200000000
6,7,8,6,Detached Duplex,Asaba,Delta,27,40000000
5,4,5,4,Detached Duplex,Lekki,Lagos,18,60000000
1,5,2,2,Block of Flats,Lekki,Lagos,10,24000000
5,5,5,4,Semi Detached Bungalow,Lekki,Lagos,19,180000000
4,5,4,3,Detached Duplex,Lekki,Lagos,16,82000000
4,4,5,4,Detached Duplex,Magodo,Lagos,17,95000000
4,4,5,5,Terraced Duplexes,Jahi,Abuja,18,73000000
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,18,55000000
3,3,4,3,Block of Flats,Jabi,Abuja,13,27500000
5,5,8,6,Detached Duplex,Lekki,Lagos,24,250000000
4,4,5,3,Terraced Duplexes,Ikeja,Lagos,16,75000000
4,5,5,8,Terraced Duplexes,Maitama District,Abuja,22,250000000
4,5,5,4,Block of Flats,Ajah,Lagos,18,18000000
4,5,5,6,Detached Duplex,Gwarinpa,Abuja,20,50000000
3,1,1,4,Block of Flats,Ilupeju,Lagos,9,225000000
4,5,7,1,Detached Duplex,Gwarinpa,Abuja,17,150000000
1,5,5,4,Block of Flats,Ajah,Lagos,15,25000000
3,3,4,2,Block of Flats,Lekki,Lagos,12,55000000
4,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,18,105000000
4,4,5,8,Detached Duplex,Ibeju Lekki,Lagos,21,62000000
5,5,6,6,Semi Detached Duplex,Lekki,Lagos,22,65000000
3,4,4,5,Detached Bungalow,Lugbe District,Abuja,16,22000000
5,6,6,1,Detached Duplex,Gwarinpa,Abuja,18,50000000
1,5,2,1,Detached Bungalow,Dutse,Abuja,9,16000000
5,6,6,1,Detached Duplex,Gwarinpa,Abuja,18,250000000
6,6,7,1,Detached Duplex,Ibadan North-West,Oyo,20,240000000
1,1,1,4,Block of Flats,Ibadan,Oyo,7,10000000
5,5,6,4,Detached Duplex,Magodo,Lagos,20,70000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,98000000
4,5,5,4,Block of Flats,Mararaba,Abuja,18,18000000
3,3,3,3,Detached Bungalow,Uhunmwonde,Edo,12,40000000
5,5,7,1,Detached Duplex,Enugu,Enugu,18,90000000
4,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,18,105000000
1,5,2,2,Block of Flats,Lekki,Lagos,10,27500000
4,4,5,4,Block of Flats,Maitama District,Abuja,17,160000000
3,3,4,4,Detached Bungalow,Life Camp,Abuja,14,35000000
6,6,7,4,Detached Duplex,Ijebu Ode,Ogun,23,40000000
5,5,5,4,Detached Bungalow,Lekki,Lagos,19,280000000
5,6,7,4,Detached Duplex,Lekki,Lagos,22,110000000
3,3,5,2,Semi Detached Duplex,Arepo,Ogun,13,30000000
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,17,57000000
1,5,5,4,Block of Flats,Ibadan,Oyo,15,30000000
3,3,5,4,Detached Duplex,Lekki,Lagos,15,36000000
2,2,3,4,Semi Detached Bungalow,Karshi,Abuja,11,15500000
4,5,5,5,Detached Bungalow,Enugu,Enugu,19,28500000
3,3,4,4,Semi Detached Bungalow,Ajah,Lagos,14,27000000
4,4,4,4,Terraced Duplexes,Katampe,Abuja,16,130000000
5,4,4,6,Detached Duplex,Apo,Abuja,19,60000000
6,5,5,6,Detached Duplex,Isheri North,Lagos,22,140000000
4,5,5,4,Detached Bungalow,Ojo,Lagos,18,27000000
1,2,2,1,Detached Bungalow,Ikotun,Lagos,6,8000000
4,4,5,6,Detached Duplex,Alimosho,Lagos,19,45000000
4,4,5,5,Semi Detached Duplex,Ajah,Lagos,18,47000000
4,1,1,3,Detached Duplex,Oredo,Edo,9,65000000
8,8,1,4,Detached Duplex,Amuwo Odofin,Lagos,21,200000000
6,6,8,4,Detached Duplex,Isheri North,Lagos,24,135000000
4,4,5,4,Detached Bungalow,Arepo,Ogun,17,15000000
1,9,9,6,Detached Bungalow,Ughelli North,Delta,25,18000000
4,4,5,7,Semi Detached Duplex,Karsana,Abuja,20,25000000
5,6,6,1,Detached Duplex,Isolo,Lagos,18,55000000
5,5,5,4,Block of Flats,Isolo,Lagos,19,35000000
3,3,4,4,Block of Flats,Lekki,Lagos,14,42000000
4,4,4,8,Detached Duplex,Ikorodu,Lagos,20,22300000
4,5,4,4,Terraced Bungalow,Lekki,Lagos,17,140000000
5,7,8,6,Detached Duplex,Lekki,Lagos,26,320000000
6,6,8,1,Detached Duplex,Lekki,Lagos,21,450000000
5,5,6,7,Detached Duplex,Galadimawa,Abuja,23,65000000
5,6,7,6,Detached Duplex,Ikeja,Lagos,24,47000000
7,7,8,1,Detached Duplex,Ogudu,Lagos,23,220000000
5,6,7,4,Detached Duplex,Lekki,Lagos,22,75000000
5,5,6,1,Detached Duplex,Owerri Municipal,Imo,17,90000000
3,4,4,6,Semi Detached Duplex,Lokogoma District,Abuja,17,38000000
4,4,5,3,Terraced Duplexes,Galadimawa,Abuja,16,39000000
4,5,6,3,Terraced Duplexes,Wuye,Abuja,18,80000000
3,5,5,4,Terraced Duplexes,Mabushi,Abuja,17,60000000
5,5,6,6,Detached Duplex,Port Harcourt,Rivers,22,98500000
6,6,5,4,Detached Duplex,Lekki,Lagos,21,300000000
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,17,35000000
4,5,5,8,Detached Duplex,Katampe,Abuja,22,100000000
3,3,4,4,Terraced Duplexes,Karsana,Abuja,14,20000000
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,17,350000000
6,6,7,8,Detached Duplex,Isheri North,Lagos,27,140000000
2,3,4,7,Block of Flats,Owerri Municipal,Imo,16,190000000
3,3,4,4,Block of Flats,Victoria Island (VI),Lagos,14,100000000
4,5,5,5,Terraced Duplexes,Katampe,Abuja,19,75000000
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,17,150000000
5,5,6,4,Detached Duplex,Lekki,Lagos,20,113000000
3,3,4,4,Detached Duplex,Lekki,Lagos,14,26000000
2,2,2,8,Block of Flats,Alimosho,Lagos,14,120000000
1,1,1,4,Detached Bungalow,Bwari,Abuja,7,160000000
4,4,5,4,Detached Duplex,Port Harcourt,Rivers,17,45000000
5,5,6,5,Detached Duplex,Ajah,Lagos,21,110000000
4,4,4,3,Terraced Duplexes,Jabi,Abuja,15,145000000
3,1,1,6,Block of Flats,Alimosho,Lagos,11,43000000
3,3,4,2,Block of Flats,Gwagwalada,Abuja,12,10500000
4,5,5,4,Detached Duplex,Yaba,Lagos,18,52000000
5,6,6,2,Detached Duplex,Guzape District,Abuja,19,550000000
4,5,6,3,Terraced Duplexes,Lekki,Lagos,18,120000000
4,5,5,4,Block of Flats,Isolo,Lagos,18,65000000
5,5,6,6,Detached Duplex,Arepo,Ogun,22,65000000
5,5,5,4,Detached Bungalow,Amuwo Odofin,Lagos,19,70000000
3,3,3,3,Semi Detached Bungalow,Ajah,Lagos,12,35000000
4,4,5,4,Detached Duplex,Ajah,Lagos,17,79000000
4,4,5,5,Detached Duplex,Katampe,Abuja,18,250000000
5,5,6,1,Detached Duplex,Ibeju Lekki,Lagos,17,135000000
5,5,6,4,Detached Duplex,Galadimawa,Abuja,20,120000000
3,3,4,6,Detached Bungalow,Port Harcourt,Rivers,16,25000000
5,5,6,5,Detached Duplex,Katampe,Abuja,21,90000000
5,5,7,8,Detached Duplex,Lekki,Lagos,25,450000000
3,4,4,4,Block of Flats,Jahi,Abuja,15,38000000
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,18,45000000
4,5,6,5,Detached Duplex,Ikeja,Lagos,20,65000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,19,160000000
3,5,5,3,Terraced Duplexes,Enugu,Enugu,16,40000000
6,6,7,4,Detached Duplex,Ifo,Ogun,23,25000000
3,4,5,3,Terraced Duplexes,Lekki,Lagos,15,34000000
6,6,7,1,Detached Duplex,Port Harcourt,Rivers,20,160000000
9,1,1,1,Block of Flats,Lekki,Lagos,12,340000000
3,3,5,3,Detached Bungalow,Mowe Town,Ogun,14,16000000
5,5,6,8,Detached Duplex,Ajah,Lagos,24,100000000
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,19,80000000
2,5,3,4,Block of Flats,Gwarinpa,Abuja,14,16000000
5,5,6,3,Terraced Duplexes,Wuse 2,Abuja,19,170000000
4,5,5,4,Detached Duplex,Ibadan,Oyo,18,15000000
3,2,2,4,Block of Flats,Karmo,Abuja,11,140000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,18,145000000
2,2,2,4,Block of Flats,Ayobo,Lagos,10,50000000
5,6,6,4,Detached Duplex,Jabi,Abuja,21,90000000
3,3,3,1,Block of Flats,Port Harcourt,Rivers,10,45000000
2,5,3,4,Semi Detached Bungalow,Karshi,Abuja,14,15000000
3,3,4,2,Block of Flats,Ajah,Lagos,12,29900000
4,4,5,4,Terraced Duplexes,Ajah,Lagos,17,27000000
3,2,2,4,Block of Flats,Owerri Municipal,Imo,11,45000000
3,3,4,3,Terraced Duplexes,Ibeju Lekki,Lagos,13,28000000
5,5,5,4,Semi Detached Duplex,Lekki,Lagos,19,62000000
5,5,7,1,Detached Duplex,Ikorodu,Lagos,18,70000000
6,6,7,4,Detached Duplex,Wuye,Abuja,23,150000000
3,3,5,2,Semi Detached Duplex,Victoria Island (VI),Lagos,13,160000000
3,3,4,4,Detached Bungalow,Badagry,Lagos,14,15000000
3,6,6,4,Semi Detached Bungalow,Ibadan,Oyo,19,7500000
8,1,1,5,Block of Flats,Kubwa,Abuja,15,55000000
2,2,3,4,Detached Bungalow,Orozo,Abuja,11,9500000
3,3,4,3,Terraced Duplexes,Isheri North,Ogun,13,32500000
5,6,7,4,Detached Duplex,Lekki,Lagos,22,195000000
5,5,6,4,Detached Bungalow,Jabi,Anambara,20,180000000
5,5,6,6,Detached Duplex,Ajah,Lagos,22,120000000
4,4,5,3,Detached Duplex,Owerri Municipal,Imo,16,55000000
2,2,2,2,Block of Flats,Mabushi,Abuja,8,45000000
4,5,5,4,Semi Detached Duplex,Mbora (Nbora),Abuja,18,35000000
5,5,6,9,Detached Duplex,Lekki,Lagos,25,320000000
5,5,5,4,Detached Duplex,Maryland,Lagos,19,90000000
4,5,5,4,Block of Flats,Port Harcourt,Rivers,18,150000000
3,5,5,4,Semi Detached Duplex,Ibeju Lekki,Lagos,17,30000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,21,85000000
3,3,4,2,Block of Flats,Ikoyi,Lagos,12,150000000
4,5,6,2,Terraced Duplexes,Lekki,Lagos,17,95000000
8,5,5,4,Detached Duplex,Lekki,Lagos,22,250000000
3,3,4,4,Semi Detached Duplex,Isheri North,Lagos,14,37500000
5,5,6,6,Detached Duplex,Katampe,Abuja,22,350000000
5,5,6,5,Detached Duplex,Guzape District,Abuja,21,290000000
4,4,4,4,Detached Duplex,Lekki,Lagos,16,74000000
2,3,3,1,Block of Flats,Ajah,Lagos,9,150000000
5,5,6,4,Detached Duplex,Lekki,Lagos,20,458000000
5,6,6,7,Detached Duplex,Lekki,Lagos,24,320000000
6,6,6,4,Detached Duplex,Isheri North,Lagos,22,155000000
4,4,5,4,Detached Duplex,Maryland,Lagos,17,27000000
6,6,7,5,Detached Duplex,Kado,Abuja,24,350000000
4,5,5,7,Detached Duplex,Ajah,Lagos,21,34500000
1,5,5,4,Block of Flats,Ojodu,Lagos,15,47000000
8,1,1,4,Detached Duplex,Asokoro District,Abuja,14,400000000
1,2,2,2,Detached Bungalow,Ipaja,Lagos,7,2700009
5,5,6,4,Detached Duplex,Ikeja,Lagos,20,230000000
4,5,5,2,Detached Bungalow,Mowe Ofada,Ogun,16,15000000
4,5,5,4,Block of Flats,Garki,Abuja,18,250000000
2,2,3,2,Block of Flats,Lekki,Lagos,9,40000000
3,3,4,5,Semi Detached Bungalow,Karshi,Abuja,15,30000000
4,3,4,4,Detached Duplex,Victoria Island (VI),Lagos,15,390000000
5,6,7,5,Detached Duplex,Lekki,Lagos,23,128000000
4,4,5,4,Detached Bungalow,Kaduna North,Kaduna,17,23000000
4,4,5,5,Detached Bungalow,Agege,Lagos,18,25000000
9,5,5,4,Block of Flats,Agege,Lagos,23,30000000
4,4,4,4,Detached Duplex,Lokogoma District,Abuja,16,80000000
1,1,1,4,Detached Duplex,Isolo,Lagos,7,130000000
4,6,6,6,Semi Detached Bungalow,Lekki,Lagos,22,260000000
4,4,5,3,Semi Detached Duplex,Karsana,Abuja,16,40000000
4,4,5,4,Detached Duplex,Magodo,Lagos,17,110000000
3,3,4,3,Detached Bungalow,Ajah,Lagos,13,32000000
5,6,6,5,Detached Duplex,Ikeja,Lagos,22,160000000
3,4,4,1,Detached Duplex,Wuse,Abuja,12,180000000
3,3,4,3,Detached Bungalow,Port Harcourt,Rivers,13,13000000
3,3,3,4,Terraced Duplexes,Karsana,Abuja,13,25900000
4,5,6,2,Detached Duplex,Ajah,Lagos,17,45000000
3,5,5,4,Detached Bungalow,Egor,Edo,17,16000000
2,5,5,4,Block of Flats,Lekki,Lagos,16,60000000
2,2,2,4,Semi Detached Bungalow,Kuje,Abuja,10,9500000
4,4,5,8,Detached Duplex,Ikeja,Lagos,21,250000000
4,4,5,6,Detached Duplex,Katampe,Abuja,19,45000000
4,6,6,6,Semi Detached Duplex,Wuye,Abuja,22,180000000
4,4,5,2,Terraced Duplexes,Yaba,Lagos,15,60000000
6,6,8,4,Detached Duplex,Arepo,Ogun,24,140000000
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,17,75000000
2,2,2,4,Block of Flats,Port Harcourt,Rivers,10,170000000
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,20,170000000
3,3,4,8,Detached Bungalow,Kurudu,Abuja,18,13000000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,13,35000000
5,6,6,4,Semi Detached Duplex,Gwarinpa,Abuja,21,135000000
4,5,6,4,Terraced Duplexes,Jahi,Abuja,19,55000000
5,4,4,5,Detached Bungalow,Surulere,Lagos,18,90000000
6,5,5,4,Semi Detached Duplex,Gudu,Abuja,20,400000000
4,4,5,4,Block of Flats,Ikoyi,Lagos,17,210000000
3,1,1,6,Block of Flats,Ojodu,Lagos,11,35000000
5,5,6,8,Detached Duplex,Agege,Lagos,24,45000000
4,4,5,2,Terraced Duplexes,Ikoyi,Lagos,15,135000000
3,5,5,4,Block of Flats,Ikorodu,Lagos,17,45000000
4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,16,85000000
5,6,6,6,Detached Duplex,Port Harcourt,Rivers,23,140000000
3,3,4,2,Block of Flats,Ikoyi,Lagos,12,240000000
4,4,4,4,Semi Detached Bungalow,Lekki,Lagos,16,65000000
3,3,4,3,Semi Detached Bungalow,Mowe Ofada,Ogun,13,14500000
4,4,5,3,Semi Detached Duplex,Maryland,Lagos,16,78000000
4,5,5,5,Semi Detached Duplex,Lugbe District,Abuja,19,55000000
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,20,83000000
2,2,2,6,Block of Flats,Ifo,Ogun,12,15000000
5,6,6,6,Detached Duplex,Lekki,Lagos,23,250000000
3,3,4,4,Block of Flats,Ibeju Lekki,Lagos,14,35000000
4,5,5,4,Detached Bungalow,Maryland,Lagos,18,29000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,19,88000000
2,2,3,2,Detached Bungalow,Ajah,Lagos,9,25000000
5,5,6,4,Semi Detached Duplex,Oshodi,Lagos,20,135000000
3,3,3,2,Block of Flats,Asokoro District,Abuja,11,50000000
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,17,62000000
4,4,5,3,Terraced Duplexes,Utako,Abuja,16,70000000
4,4,5,5,Detached Duplex,Lokogoma District,Abuja,18,23000000
3,3,4,4,Semi Detached Duplex,Ajah,Anambara,14,45000000
5,5,6,4,Semi Detached Duplex,Maryland,Lagos,20,90000000
4,8,8,4,Block of Flats,Port Harcourt,Rivers,24,27000000
5,5,6,5,Detached Duplex,Magodo,Lagos,21,215000000
3,2,3,3,Semi Detached Bungalow,Ikeja,Lagos,11,45000000
5,5,6,4,Detached Duplex,Owerri Municipal,Imo,20,50000000
5,5,6,6,Detached Duplex,Arepo,Ogun,22,45000000
3,3,3,2,Detached Duplex,Ikoyi,Lagos,11,145000000
4,5,5,5,Detached Duplex,Lekki,Lagos,19,57000000
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,16,45500000
4,5,5,4,Detached Duplex,Apo,Abuja,18,95000000
5,5,6,6,Detached Duplex,Ajah,Lagos,22,155000000
4,8,1,4,Detached Duplex,Wuse 2,Abuja,17,350000000
4,5,6,5,Detached Duplex,Lekki,Lagos,20,80850000
5,5,6,8,Detached Duplex,Ikoyi,Lagos,24,270000000
4,4,5,3,Detached Duplex,Ajah,Lagos,16,38000000
1,2,2,2,Semi Detached Bungalow,Mowe Ofada,Ogun,7,6500000
3,3,3,4,Detached Bungalow,Ikeja,Lagos,13,70000000
6,6,5,4,Detached Duplex,Asokoro District,Abuja,21,450000000
3,3,4,2,Detached Bungalow,Ajah,Lagos,12,20000000
5,5,7,1,Detached Duplex,Katampe,Abuja,18,250000000
5,5,6,8,Detached Duplex,Ikeja,Lagos,24,175000000
4,4,5,5,Semi Detached Duplex,Life Camp,Abuja,18,75000000
6,6,7,7,Detached Duplex,Apo,Abuja,26,75000000
4,5,5,4,Block of Flats,Ikeja,Lagos,18,45000000
5,5,6,1,Detached Duplex,Wuye,Abuja,17,180000000
8,8,9,8,Detached Duplex,Lekki,Lagos,33,250000000
4,4,5,7,Terraced Duplexes,Ajah,Lagos,20,45000000
3,3,4,4,Terraced Duplexes,Kubwa,Abuja,14,55000000
3,3,4,4,Detached Bungalow,Lekki,Anambara,14,33000000
4,4,4,4,Detached Duplex,Surulere,Lagos,16,42000000
